"Perioden;""Regio van vestiging"";""Regio van vertrek"";""Tussen gemeenten verhuisde personen (aantal)"""
"2016;""Zuid-Limburg (CR)"";""Zuidwest-Drenthe (CR)"";22"
"2017;""Zuid-Limburg (CR)"";""Zuidwest-Drenthe (CR)"";27"
"2018;""Zuid-Limburg (CR)"";""Zuidwest-Drenthe (CR)"";16"
"2019;""Zuid-Limburg (CR)"";""Zuidwest-Drenthe (CR)"";22"
"2020;""Zuid-Limburg (CR)"";""Zuidwest-Drenthe (CR)"";17"
"2011;""Zuid-Limburg (CR)"";""Noord-Overijssel (CR)"";59"
"2012;""Zuid-Limburg (CR)"";""Noord-Overijssel (CR)"";57"
"2013;""Zuid-Limburg (CR)"";""Noord-Overijssel (CR)"";63"
"2014;""Zuid-Limburg (CR)"";""Noord-Overijssel (CR)"";65"
"2015;""Zuid-Limburg (CR)"";""Noord-Overijssel (CR)"";82"
"2016;""Zuid-Limburg (CR)"";""Noord-Overijssel (CR)"";79"
"2017;""Zuid-Limburg (CR)"";""Noord-Overijssel (CR)"";71"
"2018;""Zuid-Limburg (CR)"";""Noord-Overijssel (CR)"";71"
"2019;""Zuid-Limburg (CR)"";""Noord-Overijssel (CR)"";52"
"2020;""Zuid-Limburg (CR)"";""Noord-Overijssel (CR)"";49"
"2011;""Zuid-Limburg (CR)"";""Zuidwest-Overijssel (CR)"";49"
"2012;""Zuid-Limburg (CR)"";""Zuidwest-Overijssel (CR)"";32"
"2013;""Zuid-Limburg (CR)"";""Zuidwest-Overijssel (CR)"";37"
"2014;""Zuid-Limburg (CR)"";""Zuidwest-Overijssel (CR)"";48"
"2015;""Zuid-Limburg (CR)"";""Zuidwest-Overijssel (CR)"";24"
"2016;""Zuid-Limburg (CR)"";""Zuidwest-Overijssel (CR)"";31"
"2017;""Zuid-Limburg (CR)"";""Zuidwest-Overijssel (CR)"";26"
"2018;""Zuid-Limburg (CR)"";""Zuidwest-Overijssel (CR)"";27"
"2019;""Zuid-Limburg (CR)"";""Zuidwest-Overijssel (CR)"";34"
"2020;""Zuid-Limburg (CR)"";""Zuidwest-Overijssel (CR)"";31"
"2011;""Zuid-Limburg (CR)"";""Twente (CR)"";122"
"2012;""Zuid-Limburg (CR)"";""Twente (CR)"";115"
"2013;""Zuid-Limburg (CR)"";""Twente (CR)"";132"
"2014;""Zuid-Limburg (CR)"";""Twente (CR)"";136"
"2015;""Zuid-Limburg (CR)"";""Twente (CR)"";128"
"2016;""Zuid-Limburg (CR)"";""Twente (CR)"";164"
"2017;""Zuid-Limburg (CR)"";""Twente (CR)"";131"
"2018;""Zuid-Limburg (CR)"";""Twente (CR)"";134"
"2019;""Zuid-Limburg (CR)"";""Twente (CR)"";136"
"2020;""Zuid-Limburg (CR)"";""Twente (CR)"";122"
"2011;""Zuid-Limburg (CR)"";""Veluwe (CR)"";171"
"2012;""Zuid-Limburg (CR)"";""Veluwe (CR)"";153"
"2013;""Zuid-Limburg (CR)"";""Veluwe (CR)"";195"
"2014;""Zuid-Limburg (CR)"";""Veluwe (CR)"";207"
"2015;""Zuid-Limburg (CR)"";""Veluwe (CR)"";161"
"2016;""Zuid-Limburg (CR)"";""Veluwe (CR)"";149"
"2017;""Zuid-Limburg (CR)"";""Veluwe (CR)"";167"
"2018;""Zuid-Limburg (CR)"";""Veluwe (CR)"";152"
"2019;""Zuid-Limburg (CR)"";""Veluwe (CR)"";151"
"2020;""Zuid-Limburg (CR)"";""Veluwe (CR)"";249"
"2011;""Zuid-Limburg (CR)"";""Achterhoek (CR)"";157"
"2012;""Zuid-Limburg (CR)"";""Achterhoek (CR)"";124"
"2013;""Zuid-Limburg (CR)"";""Achterhoek (CR)"";104"
"2014;""Zuid-Limburg (CR)"";""Achterhoek (CR)"";108"
"2015;""Zuid-Limburg (CR)"";""Achterhoek (CR)"";107"
"2016;""Zuid-Limburg (CR)"";""Achterhoek (CR)"";205"
"2017;""Zuid-Limburg (CR)"";""Achterhoek (CR)"";76"
"2018;""Zuid-Limburg (CR)"";""Achterhoek (CR)"";106"
"2019;""Zuid-Limburg (CR)"";""Achterhoek (CR)"";107"
"2020;""Zuid-Limburg (CR)"";""Achterhoek (CR)"";112"
"2011;""Zuid-Limburg (CR)"";""Arnhem/Nijmegen (CR)"";445"
"2012;""Zuid-Limburg (CR)"";""Arnhem/Nijmegen (CR)"";513"
"2013;""Zuid-Limburg (CR)"";""Arnhem/Nijmegen (CR)"";471"
"2014;""Zuid-Limburg (CR)"";""Arnhem/Nijmegen (CR)"";472"
"2015;""Zuid-Limburg (CR)"";""Arnhem/Nijmegen (CR)"";443"
"2016;""Zuid-Limburg (CR)"";""Arnhem/Nijmegen (CR)"";563"
"2017;""Zuid-Limburg (CR)"";""Arnhem/Nijmegen (CR)"";479"
"2018;""Zuid-Limburg (CR)"";""Arnhem/Nijmegen (CR)"";462"
"2019;""Zuid-Limburg (CR)"";""Arnhem/Nijmegen (CR)"";454"
"2020;""Zuid-Limburg (CR)"";""Arnhem/Nijmegen (CR)"";457"
"2011;""Zuid-Limburg (CR)"";""Zuidwest-Gelderland (CR)"";63"
"2012;""Zuid-Limburg (CR)"";""Zuidwest-Gelderland (CR)"";52"
"2013;""Zuid-Limburg (CR)"";""Zuidwest-Gelderland (CR)"";82"
"2014;""Zuid-Limburg (CR)"";""Zuidwest-Gelderland (CR)"";73"
"2015;""Zuid-Limburg (CR)"";""Zuidwest-Gelderland (CR)"";59"
"2016;""Zuid-Limburg (CR)"";""Zuidwest-Gelderland (CR)"";56"
"2017;""Zuid-Limburg (CR)"";""Zuidwest-Gelderland (CR)"";74"
"2018;""Zuid-Limburg (CR)"";""Zuidwest-Gelderland (CR)"";69"
"2019;""Zuid-Limburg (CR)"";""Zuidwest-Gelderland (CR)"";59"
"2020;""Zuid-Limburg (CR)"";""Zuidwest-Gelderland (CR)"";66"
"2011;""Zuid-Limburg (CR)"";""Utrecht (CR)"";507"
"2012;""Zuid-Limburg (CR)"";""Utrecht (CR)"";489"
"2013;""Zuid-Limburg (CR)"";""Utrecht (CR)"";524"
"2014;""Zuid-Limburg (CR)"";""Utrecht (CR)"";508"
"2015;""Zuid-Limburg (CR)"";""Utrecht (CR)"";480"
"2016;""Zuid-Limburg (CR)"";""Utrecht (CR)"";516"
"2017;""Zuid-Limburg (CR)"";""Utrecht (CR)"";498"
"2018;""Zuid-Limburg (CR)"";""Utrecht (CR)"";519"
"2019;""Zuid-Limburg (CR)"";""Utrecht (CR)"";562"
"2020;""Zuid-Limburg (CR)"";""Utrecht (CR)"";586"
"2011;""Zuid-Limburg (CR)"";""Kop van Noord-Holland (CR)"";48"
"2012;""Zuid-Limburg (CR)"";""Kop van Noord-Holland (CR)"";55"
"2013;""Zuid-Limburg (CR)"";""Kop van Noord-Holland (CR)"";51"
"2014;""Zuid-Limburg (CR)"";""Kop van Noord-Holland (CR)"";67"
"2015;""Zuid-Limburg (CR)"";""Kop van Noord-Holland (CR)"";79"
"2016;""Zuid-Limburg (CR)"";""Kop van Noord-Holland (CR)"";68"
"2017;""Zuid-Limburg (CR)"";""Kop van Noord-Holland (CR)"";65"
"2018;""Zuid-Limburg (CR)"";""Kop van Noord-Holland (CR)"";55"
"2019;""Zuid-Limburg (CR)"";""Kop van Noord-Holland (CR)"";62"
"2020;""Zuid-Limburg (CR)"";""Kop van Noord-Holland (CR)"";76"
"2011;""Zuid-Limburg (CR)"";""Alkmaar en omgeving (CR)"";64"
"2012;""Zuid-Limburg (CR)"";""Alkmaar en omgeving (CR)"";54"
"2013;""Zuid-Limburg (CR)"";""Alkmaar en omgeving (CR)"";53"
"2014;""Zuid-Limburg (CR)"";""Alkmaar en omgeving (CR)"";56"
"2015;""Zuid-Limburg (CR)"";""Alkmaar en omgeving (CR)"";53"
"2016;""Zuid-Limburg (CR)"";""Alkmaar en omgeving (CR)"";42"
"2017;""Zuid-Limburg (CR)"";""Alkmaar en omgeving (CR)"";41"
"2018;""Zuid-Limburg (CR)"";""Alkmaar en omgeving (CR)"";47"
"2019;""Zuid-Limburg (CR)"";""Alkmaar en omgeving (CR)"";69"
"2020;""Zuid-Limburg (CR)"";""Alkmaar en omgeving (CR)"";55"
"2011;""Zuid-Limburg (CR)"";""IJmond (CR)"";45"
"2012;""Zuid-Limburg (CR)"";""IJmond (CR)"";51"
"2013;""Zuid-Limburg (CR)"";""IJmond (CR)"";34"
"2014;""Zuid-Limburg (CR)"";""IJmond (CR)"";36"
"2015;""Zuid-Limburg (CR)"";""IJmond (CR)"";33"
"2016;""Zuid-Limburg (CR)"";""IJmond (CR)"";37"
"2017;""Zuid-Limburg (CR)"";""IJmond (CR)"";36"
"2018;""Zuid-Limburg (CR)"";""IJmond (CR)"";38"
"2019;""Zuid-Limburg (CR)"";""IJmond (CR)"";38"
"2020;""Zuid-Limburg (CR)"";""IJmond (CR)"";43"
"2011;""Zuid-Limburg (CR)"";""Agglomeratie Haarlem (CR)"";59"
"2012;""Zuid-Limburg (CR)"";""Agglomeratie Haarlem (CR)"";81"
"2013;""Zuid-Limburg (CR)"";""Agglomeratie Haarlem (CR)"";56"
"2014;""Zuid-Limburg (CR)"";""Agglomeratie Haarlem (CR)"";61"
"2015;""Zuid-Limburg (CR)"";""Agglomeratie Haarlem (CR)"";51"
"2016;""Zuid-Limburg (CR)"";""Agglomeratie Haarlem (CR)"";80"
"2017;""Zuid-Limburg (CR)"";""Agglomeratie Haarlem (CR)"";73"
"2018;""Zuid-Limburg (CR)"";""Agglomeratie Haarlem (CR)"";96"
"2019;""Zuid-Limburg (CR)"";""Agglomeratie Haarlem (CR)"";77"
"2020;""Zuid-Limburg (CR)"";""Agglomeratie Haarlem (CR)"";87"
"2011;""Zuid-Limburg (CR)"";""Zaanstreek (CR)"";45"
"2012;""Zuid-Limburg (CR)"";""Zaanstreek (CR)"";32"
"2013;""Zuid-Limburg (CR)"";""Zaanstreek (CR)"";31"
"2014;""Zuid-Limburg (CR)"";""Zaanstreek (CR)"";22"
"2015;""Zuid-Limburg (CR)"";""Zaanstreek (CR)"";26"
"2016;""Zuid-Limburg (CR)"";""Zaanstreek (CR)"";32"
"2017;""Zuid-Limburg (CR)"";""Zaanstreek (CR)"";26"
"2018;""Zuid-Limburg (CR)"";""Zaanstreek (CR)"";37"
"2019;""Zuid-Limburg (CR)"";""Zaanstreek (CR)"";33"
"2020;""Zuid-Limburg (CR)"";""Zaanstreek (CR)"";30"
"2011;""Zuid-Limburg (CR)"";""Groot-Amsterdam (CR)"";493"
"2012;""Zuid-Limburg (CR)"";""Groot-Amsterdam (CR)"";527"
"2013;""Zuid-Limburg (CR)"";""Groot-Amsterdam (CR)"";515"
"2014;""Zuid-Limburg (CR)"";""Groot-Amsterdam (CR)"";535"
"2015;""Zuid-Limburg (CR)"";""Groot-Amsterdam (CR)"";539"
"2016;""Zuid-Limburg (CR)"";""Groot-Amsterdam (CR)"";587"
"2017;""Zuid-Limburg (CR)"";""Groot-Amsterdam (CR)"";581"
"2018;""Zuid-Limburg (CR)"";""Groot-Amsterdam (CR)"";691"
"2019;""Zuid-Limburg (CR)"";""Groot-Amsterdam (CR)"";636"
"2020;""Zuid-Limburg (CR)"";""Groot-Amsterdam (CR)"";719"
"2011;""Zuid-Limburg (CR)"";""Het Gooi en Vechtstreek (CR)"";91"
"2012;""Zuid-Limburg (CR)"";""Het Gooi en Vechtstreek (CR)"";84"
"2013;""Zuid-Limburg (CR)"";""Het Gooi en Vechtstreek (CR)"";66"
"2014;""Zuid-Limburg (CR)"";""Het Gooi en Vechtstreek (CR)"";63"
"2015;""Zuid-Limburg (CR)"";""Het Gooi en Vechtstreek (CR)"";63"
"2016;""Zuid-Limburg (CR)"";""Het Gooi en Vechtstreek (CR)"";94"
"2017;""Zuid-Limburg (CR)"";""Het Gooi en Vechtstreek (CR)"";64"
"2018;""Zuid-Limburg (CR)"";""Het Gooi en Vechtstreek (CR)"";94"
"2019;""Zuid-Limburg (CR)"";""Het Gooi en Vechtstreek (CR)"";86"
"2020;""Zuid-Limburg (CR)"";""Het Gooi en Vechtstreek (CR)"";113"
"2011;""Zuid-Limburg (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";122"
"2012;""Zuid-Limburg (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";130"
"2013;""Zuid-Limburg (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";117"
"2014;""Zuid-Limburg (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";98"
"2015;""Zuid-Limburg (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";115"
"2016;""Zuid-Limburg (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";98"
"2017;""Zuid-Limburg (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";139"
"2018;""Zuid-Limburg (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";105"
"2019;""Zuid-Limburg (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";114"
"2020;""Zuid-Limburg (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";139"
"2011;""Zuid-Limburg (CR)"";""Agglomeratie 's-Gravenhage (CR)"";254"
"2012;""Zuid-Limburg (CR)"";""Agglomeratie 's-Gravenhage (CR)"";285"
"2013;""Zuid-Limburg (CR)"";""Agglomeratie 's-Gravenhage (CR)"";268"
"2014;""Zuid-Limburg (CR)"";""Agglomeratie 's-Gravenhage (CR)"";261"
"2015;""Zuid-Limburg (CR)"";""Agglomeratie 's-Gravenhage (CR)"";301"
"2016;""Zuid-Limburg (CR)"";""Agglomeratie 's-Gravenhage (CR)"";310"
"2017;""Zuid-Limburg (CR)"";""Agglomeratie 's-Gravenhage (CR)"";256"
"2018;""Zuid-Limburg (CR)"";""Agglomeratie 's-Gravenhage (CR)"";328"
"2019;""Zuid-Limburg (CR)"";""Agglomeratie 's-Gravenhage (CR)"";319"
"2020;""Zuid-Limburg (CR)"";""Agglomeratie 's-Gravenhage (CR)"";389"
"2011;""Zuid-Limburg (CR)"";""Delft en Westland (CR)"";92"
"2012;""Zuid-Limburg (CR)"";""Delft en Westland (CR)"";81"
"2013;""Zuid-Limburg (CR)"";""Delft en Westland (CR)"";52"
"2014;""Zuid-Limburg (CR)"";""Delft en Westland (CR)"";71"
"2015;""Zuid-Limburg (CR)"";""Delft en Westland (CR)"";56"
"2016;""Zuid-Limburg (CR)"";""Delft en Westland (CR)"";71"
"2017;""Zuid-Limburg (CR)"";""Delft en Westland (CR)"";65"
"2018;""Zuid-Limburg (CR)"";""Delft en Westland (CR)"";71"
"2019;""Zuid-Limburg (CR)"";""Delft en Westland (CR)"";78"
"2020;""Zuid-Limburg (CR)"";""Delft en Westland (CR)"";67"
"2011;""Zuid-Limburg (CR)"";""Oost-Zuid-Holland (CR)"";53"
"2012;""Zuid-Limburg (CR)"";""Oost-Zuid-Holland (CR)"";52"
"2013;""Zuid-Limburg (CR)"";""Oost-Zuid-Holland (CR)"";65"
"2014;""Zuid-Limburg (CR)"";""Oost-Zuid-Holland (CR)"";56"
"2015;""Zuid-Limburg (CR)"";""Oost-Zuid-Holland (CR)"";54"
"2016;""Zuid-Limburg (CR)"";""Oost-Zuid-Holland (CR)"";73"
"2017;""Zuid-Limburg (CR)"";""Oost-Zuid-Holland (CR)"";66"
"2018;""Zuid-Limburg (CR)"";""Oost-Zuid-Holland (CR)"";55"
"2019;""Zuid-Limburg (CR)"";""Oost-Zuid-Holland (CR)"";41"
"2020;""Zuid-Limburg (CR)"";""Oost-Zuid-Holland (CR)"";81"
"2011;""Zuid-Limburg (CR)"";""Groot-Rijnmond (CR)"";367"
"2012;""Zuid-Limburg (CR)"";""Groot-Rijnmond (CR)"";368"
"2013;""Zuid-Limburg (CR)"";""Groot-Rijnmond (CR)"";365"
"2014;""Zuid-Limburg (CR)"";""Groot-Rijnmond (CR)"";348"
"2015;""Zuid-Limburg (CR)"";""Groot-Rijnmond (CR)"";326"
"2016;""Zuid-Limburg (CR)"";""Groot-Rijnmond (CR)"";370"
"2017;""Zuid-Limburg (CR)"";""Groot-Rijnmond (CR)"";412"
"2018;""Zuid-Limburg (CR)"";""Groot-Rijnmond (CR)"";432"
"2019;""Zuid-Limburg (CR)"";""Groot-Rijnmond (CR)"";416"
"2020;""Zuid-Limburg (CR)"";""Groot-Rijnmond (CR)"";440"
"2011;""Zuid-Limburg (CR)"";""Zuidoost-Zuid-Holland (CR)"";73"
"2012;""Zuid-Limburg (CR)"";""Zuidoost-Zuid-Holland (CR)"";85"
"2013;""Zuid-Limburg (CR)"";""Zuidoost-Zuid-Holland (CR)"";80"
"2014;""Zuid-Limburg (CR)"";""Zuidoost-Zuid-Holland (CR)"";85"
"2015;""Zuid-Limburg (CR)"";""Zuidoost-Zuid-Holland (CR)"";90"
"2016;""Zuid-Limburg (CR)"";""Zuidoost-Zuid-Holland (CR)"";62"
"2017;""Zuid-Limburg (CR)"";""Zuidoost-Zuid-Holland (CR)"";70"
"2018;""Zuid-Limburg (CR)"";""Zuidoost-Zuid-Holland (CR)"";78"
"2019;""Zuid-Limburg (CR)"";""Zuidoost-Zuid-Holland (CR)"";49"
"2020;""Zuid-Limburg (CR)"";""Zuidoost-Zuid-Holland (CR)"";92"
"2011;""Zuid-Limburg (CR)"";""Zeeuwsch-Vlaanderen (CR)"";47"
"2012;""Zuid-Limburg (CR)"";""Zeeuwsch-Vlaanderen (CR)"";50"
"2013;""Zuid-Limburg (CR)"";""Zeeuwsch-Vlaanderen (CR)"";50"
"2014;""Zuid-Limburg (CR)"";""Zeeuwsch-Vlaanderen (CR)"";35"
"2015;""Zuid-Limburg (CR)"";""Zeeuwsch-Vlaanderen (CR)"";45"
"2016;""Zuid-Limburg (CR)"";""Zeeuwsch-Vlaanderen (CR)"";62"
"2017;""Zuid-Limburg (CR)"";""Zeeuwsch-Vlaanderen (CR)"";48"
"2018;""Zuid-Limburg (CR)"";""Zeeuwsch-Vlaanderen (CR)"";49"
"2019;""Zuid-Limburg (CR)"";""Zeeuwsch-Vlaanderen (CR)"";57"
"2020;""Zuid-Limburg (CR)"";""Zeeuwsch-Vlaanderen (CR)"";34"
"2011;""Zuid-Limburg (CR)"";""Overig Zeeland (CR)"";140"
"2012;""Zuid-Limburg (CR)"";""Overig Zeeland (CR)"";117"
"2013;""Zuid-Limburg (CR)"";""Overig Zeeland (CR)"";112"
"2014;""Zuid-Limburg (CR)"";""Overig Zeeland (CR)"";116"
"2015;""Zuid-Limburg (CR)"";""Overig Zeeland (CR)"";114"
"2016;""Zuid-Limburg (CR)"";""Overig Zeeland (CR)"";101"
"2017;""Zuid-Limburg (CR)"";""Overig Zeeland (CR)"";112"
"2018;""Zuid-Limburg (CR)"";""Overig Zeeland (CR)"";96"
"2019;""Zuid-Limburg (CR)"";""Overig Zeeland (CR)"";94"
"2020;""Zuid-Limburg (CR)"";""Overig Zeeland (CR)"";77"
"2011;""Zuid-Limburg (CR)"";""West-Noord-Brabant (CR)"";326"
"2012;""Zuid-Limburg (CR)"";""West-Noord-Brabant (CR)"";285"
"2013;""Zuid-Limburg (CR)"";""West-Noord-Brabant (CR)"";324"
"2014;""Zuid-Limburg (CR)"";""West-Noord-Brabant (CR)"";291"
"2015;""Zuid-Limburg (CR)"";""West-Noord-Brabant (CR)"";302"
"2016;""Zuid-Limburg (CR)"";""West-Noord-Brabant (CR)"";265"
"2017;""Zuid-Limburg (CR)"";""West-Noord-Brabant (CR)"";273"
"2018;""Zuid-Limburg (CR)"";""West-Noord-Brabant (CR)"";275"
"2019;""Zuid-Limburg (CR)"";""West-Noord-Brabant (CR)"";246"
"2020;""Zuid-Limburg (CR)"";""West-Noord-Brabant (CR)"";249"
"2011;""Zuid-Limburg (CR)"";""Midden-Noord-Brabant (CR)"";361"
"2012;""Zuid-Limburg (CR)"";""Midden-Noord-Brabant (CR)"";395"
"2013;""Zuid-Limburg (CR)"";""Midden-Noord-Brabant (CR)"";403"
"2014;""Zuid-Limburg (CR)"";""Midden-Noord-Brabant (CR)"";402"
"2015;""Zuid-Limburg (CR)"";""Midden-Noord-Brabant (CR)"";387"
"2016;""Zuid-Limburg (CR)"";""Midden-Noord-Brabant (CR)"";464"
"2017;""Zuid-Limburg (CR)"";""Midden-Noord-Brabant (CR)"";403"
"2018;""Zuid-Limburg (CR)"";""Midden-Noord-Brabant (CR)"";426"
"2019;""Zuid-Limburg (CR)"";""Midden-Noord-Brabant (CR)"";357"
"2020;""Zuid-Limburg (CR)"";""Midden-Noord-Brabant (CR)"";461"
"2011;""Zuid-Limburg (CR)"";""Noordoost-Noord-Brabant (CR)"";440"
"2012;""Zuid-Limburg (CR)"";""Noordoost-Noord-Brabant (CR)"";432"
"2013;""Zuid-Limburg (CR)"";""Noordoost-Noord-Brabant (CR)"";411"
"2014;""Zuid-Limburg (CR)"";""Noordoost-Noord-Brabant (CR)"";455"
"2015;""Zuid-Limburg (CR)"";""Noordoost-Noord-Brabant (CR)"";455"
"2016;""Zuid-Limburg (CR)"";""Noordoost-Noord-Brabant (CR)"";495"
"2017;""Zuid-Limburg (CR)"";""Noordoost-Noord-Brabant (CR)"";407"
"2018;""Zuid-Limburg (CR)"";""Noordoost-Noord-Brabant (CR)"";383"
"2019;""Zuid-Limburg (CR)"";""Noordoost-Noord-Brabant (CR)"";424"
"2020;""Zuid-Limburg (CR)"";""Noordoost-Noord-Brabant (CR)"";428"
"2011;""Zuid-Limburg (CR)"";""Zuidoost-Noord-Brabant (CR)"";872"
"2012;""Zuid-Limburg (CR)"";""Zuidoost-Noord-Brabant (CR)"";904"
"2013;""Zuid-Limburg (CR)"";""Zuidoost-Noord-Brabant (CR)"";874"
"2014;""Zuid-Limburg (CR)"";""Zuidoost-Noord-Brabant (CR)"";899"
"2015;""Zuid-Limburg (CR)"";""Zuidoost-Noord-Brabant (CR)"";914"
"2016;""Zuid-Limburg (CR)"";""Zuidoost-Noord-Brabant (CR)"";1163"
"2017;""Zuid-Limburg (CR)"";""Zuidoost-Noord-Brabant (CR)"";1152"
"2018;""Zuid-Limburg (CR)"";""Zuidoost-Noord-Brabant (CR)"";831"
"2019;""Zuid-Limburg (CR)"";""Zuidoost-Noord-Brabant (CR)"";1137"
"2020;""Zuid-Limburg (CR)"";""Zuidoost-Noord-Brabant (CR)"";1331"
"2011;""Zuid-Limburg (CR)"";""Noord-Limburg (CR)"";534"
"2012;""Zuid-Limburg (CR)"";""Noord-Limburg (CR)"";497"
"2013;""Zuid-Limburg (CR)"";""Noord-Limburg (CR)"";459"
"2014;""Zuid-Limburg (CR)"";""Noord-Limburg (CR)"";516"
"2015;""Zuid-Limburg (CR)"";""Noord-Limburg (CR)"";464"
"2016;""Zuid-Limburg (CR)"";""Noord-Limburg (CR)"";406"
"2017;""Zuid-Limburg (CR)"";""Noord-Limburg (CR)"";496"
"2018;""Zuid-Limburg (CR)"";""Noord-Limburg (CR)"";471"
"2019;""Zuid-Limburg (CR)"";""Noord-Limburg (CR)"";483"
"2020;""Zuid-Limburg (CR)"";""Noord-Limburg (CR)"";453"
"2011;""Zuid-Limburg (CR)"";""Midden-Limburg (CR)"";1181"
"2012;""Zuid-Limburg (CR)"";""Midden-Limburg (CR)"";1298"
"2013;""Zuid-Limburg (CR)"";""Midden-Limburg (CR)"";1259"
"2014;""Zuid-Limburg (CR)"";""Midden-Limburg (CR)"";1359"
"2015;""Zuid-Limburg (CR)"";""Midden-Limburg (CR)"";1416"
"2016;""Zuid-Limburg (CR)"";""Midden-Limburg (CR)"";1618"
"2017;""Zuid-Limburg (CR)"";""Midden-Limburg (CR)"";1677"
"2018;""Zuid-Limburg (CR)"";""Midden-Limburg (CR)"";1558"
"2019;""Zuid-Limburg (CR)"";""Midden-Limburg (CR)"";1468"
"2020;""Zuid-Limburg (CR)"";""Midden-Limburg (CR)"";1599"
"2011;""Zuid-Limburg (CR)"";""Zuid-Limburg (CR)"";15189"
"2012;""Zuid-Limburg (CR)"";""Zuid-Limburg (CR)"";15408"
"2013;""Zuid-Limburg (CR)"";""Zuid-Limburg (CR)"";15143"
"2014;""Zuid-Limburg (CR)"";""Zuid-Limburg (CR)"";16003"
"2015;""Zuid-Limburg (CR)"";""Zuid-Limburg (CR)"";16911"
"2016;""Zuid-Limburg (CR)"";""Zuid-Limburg (CR)"";17579"
"2017;""Zuid-Limburg (CR)"";""Zuid-Limburg (CR)"";18446"
"2018;""Zuid-Limburg (CR)"";""Zuid-Limburg (CR)"";18239"
"2019;""Zuid-Limburg (CR)"";""Zuid-Limburg (CR)"";18270"
"2020;""Zuid-Limburg (CR)"";""Zuid-Limburg (CR)"";19019"
"2011;""Zuid-Limburg (CR)"";""Flevoland (CR)"";120"
"2012;""Zuid-Limburg (CR)"";""Flevoland (CR)"";99"
"2013;""Zuid-Limburg (CR)"";""Flevoland (CR)"";118"
"2014;""Zuid-Limburg (CR)"";""Flevoland (CR)"";113"
"2015;""Zuid-Limburg (CR)"";""Flevoland (CR)"";128"
"2016;""Zuid-Limburg (CR)"";""Flevoland (CR)"";125"
"2017;""Zuid-Limburg (CR)"";""Flevoland (CR)"";107"
"2018;""Zuid-Limburg (CR)"";""Flevoland (CR)"";121"
"2019;""Zuid-Limburg (CR)"";""Flevoland (CR)"";120"
"2020;""Zuid-Limburg (CR)"";""Flevoland (CR)"";148"
"2011;""Flevoland (CR)"";""Oost-Groningen (CR)"";62"
"2012;""Flevoland (CR)"";""Oost-Groningen (CR)"";97"
"2013;""Flevoland (CR)"";""Oost-Groningen (CR)"";59"
"2014;""Flevoland (CR)"";""Oost-Groningen (CR)"";90"
"2015;""Flevoland (CR)"";""Oost-Groningen (CR)"";385"
"2016;""Flevoland (CR)"";""Oost-Groningen (CR)"";690"
"2017;""Flevoland (CR)"";""Oost-Groningen (CR)"";136"
"2018;""Flevoland (CR)"";""Oost-Groningen (CR)"";582"
"2019;""Flevoland (CR)"";""Oost-Groningen (CR)"";650"
"2020;""Flevoland (CR)"";""Oost-Groningen (CR)"";681"
"2011;""Flevoland (CR)"";""Delfzijl en omgeving (CR)"";19"
"2012;""Flevoland (CR)"";""Delfzijl en omgeving (CR)"";21"
"2013;""Flevoland (CR)"";""Delfzijl en omgeving (CR)"";18"
"2014;""Flevoland (CR)"";""Delfzijl en omgeving (CR)"";17"
"2015;""Flevoland (CR)"";""Delfzijl en omgeving (CR)"";19"
"2016;""Flevoland (CR)"";""Delfzijl en omgeving (CR)"";19"
"2017;""Flevoland (CR)"";""Delfzijl en omgeving (CR)"";21"
"2018;""Flevoland (CR)"";""Delfzijl en omgeving (CR)"";13"
"2019;""Flevoland (CR)"";""Delfzijl en omgeving (CR)"";21"
"2020;""Flevoland (CR)"";""Delfzijl en omgeving (CR)"";17"
"2011;""Flevoland (CR)"";""Overig Groningen (CR)"";228"
"2012;""Flevoland (CR)"";""Overig Groningen (CR)"";258"
"2013;""Flevoland (CR)"";""Overig Groningen (CR)"";300"
"2014;""Flevoland (CR)"";""Overig Groningen (CR)"";301"
"2015;""Flevoland (CR)"";""Overig Groningen (CR)"";344"
"2016;""Flevoland (CR)"";""Overig Groningen (CR)"";325"
"2017;""Flevoland (CR)"";""Overig Groningen (CR)"";303"
"2018;""Flevoland (CR)"";""Overig Groningen (CR)"";337"
"2019;""Flevoland (CR)"";""Overig Groningen (CR)"";324"
"2020;""Flevoland (CR)"";""Overig Groningen (CR)"";280"
"2011;""Flevoland (CR)"";""Noord-Friesland (CR)"";232"
"2012;""Flevoland (CR)"";""Noord-Friesland (CR)"";239"
"2013;""Flevoland (CR)"";""Noord-Friesland (CR)"";226"
"2014;""Flevoland (CR)"";""Noord-Friesland (CR)"";238"
"2015;""Flevoland (CR)"";""Noord-Friesland (CR)"";252"
